
0.00269032; 500

0.0033687; 520

0.0033687; 540

0.0033687; 560

0.0033687; 580

0.0033687; 600

0.0033687; 620

0.00604598; 640

0.0067277; 660

0.0067277; 680

0.0067277; 700

0.0067277; 720

0.0067277; 740

0.00942938; 760

0.00942938; 780

0.00942938; 800

0.00942938; 820

0.012107; 840

0.0154777; 860

0.0161564; 880

0.0161564; 900

0.0161564; 920

0.0161564; 940

0.018855; 960

0.019531; 980

0.019531; 1000

0.019531; 1020

0.019531; 1040

0.019531; 1060

0.019531; 1080

0.019531; 1100

0.019531; 1120

0.019531; 1140

0.019531; 1160

0.02221; 1180

0.02221; 1200

0.02221; 1220

0.024899; 1240

0.024899; 1260

0.024899; 1280

0.0275864; 1300

0.0275864; 1320

0.0275864; 1340

0.0275864; 1360

0.0275864; 1380

0.028264; 1400

0.028264; 1420

0.028264; 1440

0.0289423; 1460

0.0289423; 1480
